ATL,0,PIB,0
ATL,0,TUP,0
BIM,0,FLL,0
ELH,0,FLL,0
ELH,0,PBI,0
EYW,0,FLL,0
EYW,0,RSW,0
EYW,0,TPA,0
FLL,0,BIM,0
FLL,0,ELH,0
FLL,0,EYW,0
FLL,0,FPO,0
FLL,0,GGT,0
FLL,0,GHB,0
FLL,0,MCO,0
FLL,0,MHH,0
FLL,0,TCB,0
FLL,0,TPA,0
FPO,0,FLL,0
GGT,0,FLL,0
GGT,0,GHB,0
GHB,0,FLL,0
GLH,0,TUP,0
GNV,0,MCO,0
GNV,0,TPA,0
JAX,0,MHH,0
JAX,0,TPA,0
LWB,0,ATL,0
MCN,0,ATL,0
MCN,0,MCO,0
MCO,0,FLL,0
MCO,0,GNV,0
MCO,0,MCN,0
MCO,0,MHH,0
MCO,0,PNS,0
MCO,0,RSW,0
MCO,0,TLH,0
MEI,0,ATL,0
MHH,0,FLL,0
MHH,0,JAX,0
MHH,0,MCO,0
MHH,0,PBI,0
MSL,0,ATL,0
PBI,0,ELH,0
PBI,0,MHH,0
PBI,0,TPA,0
PIB,0,ATL,0
PNS,0,MCO,0
PNS,0,TPA,0
RSW,0,EYW,0
RSW,0,MCO,0
TCB,0,FLL,0
TLH,0,MCO,0
TLH,0,TPA,0
TPA,0,EYW,0
TPA,0,FLL,0
TPA,0,GNV,0
TPA,0,JAX,0
TPA,0,PBI,0
TPA,0,PNS,0
TPA,0,TLH,0
TUP,0,ATL,0
TUP,0,GLH,0
AMS,0,NDR,0
AMS,0,TNG,0
BCN,0,CMN,0
BCN,0,NDR,0
BCN,0,TNG,0
BGY,0,CMN,0
BLQ,0,CMN,0
BRU,0,CMN,0
BRU,0,NDR,0
BRU,0,TNG,0
CGN,0,NDR,0
CMN,0,BCN,0
CMN,0,BGY,0
CMN,0,BLQ,0
CMN,0,BRU,0
CMN,0,CUF,0
CMN,0,LGW,0
CMN,0,LYS,0
CMN,0,MPL,0
CMN,0,SAW,0
CMN,0,TLS,0
CMN,0,TSF,0
CUF,0,CMN,0
FEZ,0,MPL,0
LGW,0,CMN,0
LGW,0,TNG,0
LYS,0,CMN,0
MPL,0,CMN,0
MPL,0,FEZ,0
MPL,0,NDR,0
NDR,0,AMS,0
NDR,0,BCN,0
NDR,0,BRU,0
NDR,0,CGN,0
NDR,0,MPL,0
NDR,0,PMI,0
PMI,0,NDR,0
SAW,0,CMN,0
TLS,0,CMN,0
TNG,0,AMS,0
TNG,0,BCN,0
TNG,0,BRU,0
TNG,0,LGW,0
TSF,0,CMN,0
AUA,0,LSP,0
AUA,0,MAR,0
BON,0,CUR,0
CUR,0,AUA,0
LSP,0,AUA,0
MAR,0,AUA,0
ASF,0,DME,0
ASF,0,LED,0
BHK,0,DME,0
DME,0,ASF,0
DME,0,BHK,0
DME,0,EGO,0
DME,0,FEG,0
DME,0,KSQ,0
DME,0,NMA,0
DME,0,NVI,0
DME,0,SKD,0
DME,0,TIV,0
EGO,0,DME,0
FEG,0,DME,0
KSQ,0,DME,0
LED,0,ASF,0
NMA,0,DME,0
NVI,0,DME,0
SKD,0,DME,0
TIV,0,DME,0
ANU,0,PTP,0
CAY,0,FDF,0
CUR,0,SDQ,0
DOM,0,PTP,0
DOM,0,SXM,0
FDF,0,CAY,0
FDF,0,PTP,0
FDF,0,SDQ,0
FDF,0,SLU,0
PTP,0,ANU,0
PTP,0,DOM,0
PTP,0,FDF,0
PTP,0,SBH,0
PTP,0,SDQ,0
PTP,0,SFG,0
PTP,0,SXM,0
SBH,0,PTP,0
SDQ,0,PTP,0
SDQ,0,SXM,0
SFG,0,PTP,0
SLU,0,FDF,0
SXM,0,DOM,0
SXM,0,PTP,0
SXM,0,SDQ,0
BHY,0,XIY,0
CAN,0,CKG,0
CAN,0,CTU,0
CAN,0,SPN,0
CGO,0,CGQ,0
CGO,0,CKG,0
CGO,0,CTU,0
CGO,0,HGH,0
CGO,0,HRB,0
CGO,0,KMG,0
CGO,0,URC,0
CGQ,0,CGO,0
CGQ,0,NKG,0
CGQ,0,TNA,0
CGQ,0,TSN,0
CKG,0,CAN,0
CKG,0,CGO,0
CKG,0,CSX,0
CKG,0,CTU,0
CKG,0,CZX,0
CKG,0,DLC,0
CKG,0,DYG,0
CKG,0,HAK,0
CKG,0,HGH,0
CKG,0,HKT,0
CKG,0,INC,0
CKG,0,KHN,0
CKG,0,KMG,0
CKG,0,LHW,0
CKG,0,LJG,0
CKG,0,LXA,0
CKG,0,NGB,0
CKG,0,NKG,0
CKG,0,NNG,0
CKG,0,PEK,0
CKG,0,PVG,0
CKG,0,PZI,0
CKG,0,SWA,0
CKG,0,SYD,0
CKG,0,SYX,0
CKG,0,SZX,0
CKG,0,TNA,0
CKG,0,TSA,0
CKG,0,TSN,0
CKG,0,TYN,0
CKG,0,URC,0
CKG,0,WUH,0
CKG,0,WUX,0
CKG,0,XIY,0
CKG,0,XNN,0
CKG,0,YIH,0
CKG,0,ZHA,0
CSX,0,CKG,0
CSX,0,CTU,0
CSX,0,FOC,0
CSX,0,KMG,0
CSX,0,SHE,0
CSX,0,WNZ,0
CSX,0,XMN,0
CTU,0,CAN,0
CTU,0,CGO,0
CTU,0,CKG,0
CTU,0,CSX,0
CTU,0,DCY,0
CTU,0,DSN,0
CTU,0,HAK,0
CTU,0,HDG,0
CTU,0,HET,0
CTU,0,HFE,0
CTU,0,HGH,0
CTU,0,HKG,0
CTU,0,HKT,0
CTU,0,ICN,0
CTU,0,INC,0
CTU,0,JHG,0
CTU,0,JIQ,0
CTU,0,JZH,0
CTU,0,KHN,0
CTU,0,KMG,0
CTU,0,KOW,0
CTU,0,KWE,0
CTU,0,LHW,0
CTU,0,LJG,0
CTU,0,LUM,0
CTU,0,LXA,0
CTU,0,LZY,0
CTU,0,MEL,0
CTU,0,NKG,0
CTU,0,NNG,0
CTU,0,PEK,0
CTU,0,PVG,0
CTU,0,PZI,0
CTU,0,SHE,0
CTU,0,SJW,0
CTU,0,SYX,0
CTU,0,SZX,0
CTU,0,TAO,0
CTU,0,TNA,0
CTU,0,TSA,0
CTU,0,TSN,0
CTU,0,TYN,0
CTU,0,URC,0
CTU,0,WNZ,0
CTU,0,WUH,0
CTU,0,WUX,0
CTU,0,WXN,0
CTU,0,XIC,0
CTU,0,XIY,0
CTU,0,XMN,0
CTU,0,XNN,0
CTU,0,XUZ,0
CTU,0,YIH,0
CTU,0,YTY,0
CZX,0,CKG,0
CZX,0,HRB,0
CZX,0,XMN,0
CZX,0,ZUH,0
DAT,0,TYN,0
DCY,0,CTU,0
DLC,0,CKG,0
DLC,0,HGH,0
DLC,0,HRB,0
DLC,0,TNA,0
DLC,0,XUZ,0
DNH,0,LHW,0
DSN,0,CTU,0
DSN,0,SHE,0
DYG,0,CKG,0
DYG,0,NKG,0
FOC,0,CSX,0
FOC,0,XIY,0
GXH,0,LXA,0
GXH,0,XIY,0
HAK,0,CKG,0
HAK,0,CTU,0
HAK,0,HGH,0
HAK,0,NGB,0
